battle_id,hero_name,hero_series,hero_type,hero_powers,hero_total_power,hero_combat,hero_speed,hero_durability,hero_intelligence,hero_heat,hero_water,hero_electricity,hero_magic,hero_stealth,villain_name,villain_species,villain_affiliation,villain_powers,villain_total_power,villain_combat,villain_speed,villain_durability,villain_intelligence,villain_heat,villain_water,villain_electricity,villain_magic,villain_stealth,terrain,battle_type,hero_terrain_bonus,villain_terrain_bonus,hero_win_probability,battle_outcome,difficulty_rating
2586,Heatblast,Original Series,Classic,"Pyrokinesis, Fire Absorption, Flight",45.05,60,49,50,56,100,0,15,0,21,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Chase,1.021,1.019,0.5184,Loss,Medium
2587,Wildmutt,Original Series,Classic,"Enhanced Senses, Agility, Sharp Claws",48.45,75,70,60,30,6,14,14,0,80,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,Chase,1.045,1.049,0.4542,Loss,Hard
2588,Wildmutt,Original Series,Classic,"Enhanced Senses, Agility, Sharp Claws",48.45,75,70,60,30,6,14,14,0,80,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Ambush,1.018,1.019,0.6065,Win,Medium
2589,Diamondhead,Original Series,Classic,"Crystallokinesis, Crystal Constructs, Durability",51.9,80,48,100,42,20,8,10,1,28,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Siege,0.994,0.991,0.4431,Win,Hard
2590,Diamondhead,Original Series,Classic,"Crystallokinesis, Crystal Constructs, Durability",51.9,80,48,100,42,20,8,10,1,28,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,1.031,1.037,0.5143,Win,Medium
2591,XLR8,Original Series,Classic,"Super Speed, Enhanced Reflexes",49.0,70,100,40,57,10,10,8,0,11,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Siege,0.936,0.975,0.4383,Win,Hard
2592,XLR8,Original Series,Classic,"Super Speed, Enhanced Reflexes",49.0,70,100,40,57,10,10,8,0,11,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Chase,1.032,1.037,0.5286,Win,Medium
2593,Grey Matter,Original Series,Classic,"Enhanced Intelligence, Small Size",31.45,10,40,10,100,13,13,13,5,80,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,1v1,1.021,0.991,0.3621,Loss,Hard
2594,Grey Matter,Original Series,Classic,"Enhanced Intelligence, Small Size",31.45,10,40,10,100,13,13,13,5,80,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,0.975,1.037,0.4511,Loss,Hard
2595,Four Arms,Original Series,Classic,"Enhanced Strength, Durability, Sonic Clap",55.55,100,50,95,40,12,13,6,4,17,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,1.043,1.037,0.5841,Loss,Medium
2596,Four Arms,Original Series,Classic,"Enhanced Strength, Durability, Sonic Clap",55.55,100,50,95,40,12,13,6,4,17,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,1v1,0.971,0.976,0.5344,Win,Medium
2597,Stinkfly,Original Series,Classic,"Flight, Slime Projection, Sharp Tail",39.6,50,80,40,44,10,8,6,0,26,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Chase,1.022,1.037,0.4006,Loss,Hard
2598,Stinkfly,Original Series,Classic,"Flight, Slime Projection, Sharp Tail",39.6,50,80,40,44,10,8,6,0,26,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Chase,0.935,0.975,0.4633,Loss,Hard
2599,Ripjaws,Original Series,Classic,"Underwater Breathing, Steel-Bending Jaws",58.0,85,90,60,46,0,100,15,5,22,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Siege,0.971,0.975,0.4362,Loss,Hard
2600,Ripjaws,Original Series,Classic,"Underwater Breathing, Steel-Bending Jaws",58.0,85,90,60,46,0,100,15,5,22,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,Siege,0.941,0.964,0.3527,Loss,Hard
2601,Upgrade,Original Series,Classic,"Technopathy, Optic Blast, Liquid Metal",50.15,60,41,80,95,12,10,7,5,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,Siege,1.045,1.049,0.4853,Win,Hard
2602,Upgrade,Original Series,Classic,"Technopathy, Optic Blast, Liquid Metal",50.15,60,41,80,95,12,10,7,5,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Ambush,1.03,1.019,0.5882,Loss,Medium
2603,Ghostfreak,Original Series,Classic,"Invisibility, Intangibility, Possession",40.95,50,30,30,46,15,9,7,60,100,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,Chase,0.972,0.976,0.4367,Loss,Hard
2604,Ghostfreak,Original Series,Classic,"Invisibility, Intangibility, Possession",40.95,50,30,30,46,15,9,7,60,100,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Siege,0.971,0.975,0.3778,Loss,Hard
2605,Cannonbolt,Original Series,Classic,"Sphere Transformation, Indestructible Shell",59.2,90,85,100,42,11,14,14,2,10,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,Siege,1.067,1.049,0.4652,Loss,Hard
2606,Cannonbolt,Original Series,Classic,"Sphere Transformation, Indestructible Shell",59.2,90,85,100,42,11,14,14,2,10,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Chase,1.036,1.037,0.5419,Win,Medium
2607,Wildvine,Original Series,Classic,"Plant Manipulation, Elasticity, Regeneration",44.4,70,31,60,55,14,11,11,2,60,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.994,0.99,0.4644,Win,Hard
2608,Wildvine,Original Series,Classic,"Plant Manipulation, Elasticity, Regeneration",44.4,70,31,60,55,14,11,11,2,60,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Ambush,1.01,0.991,0.5264,Win,Medium
2609,Buzzshock,Original Series,Classic,"Electrokinesis, Duplication, Flight",48.05,47,90,47,60,13,5,100,2,13,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Siege,0.976,0.991,0.4787,Loss,Hard
2610,Buzzshock,Original Series,Classic,"Electrokinesis, Duplication, Flight",48.05,47,90,47,60,13,5,100,2,13,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,1.022,1.037,0.5217,Loss,Medium
2611,Arctiguana,Original Series,Classic,"Ice Breath, Freezing, Cold Resistance",39.4,44,30,70,57,0,60,9,0,28,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Siege,1.017,1.037,0.3442,Loss,Hard
2612,Arctiguana,Original Series,Classic,"Ice Breath, Freezing, Cold Resistance",39.4,44,30,70,57,0,60,9,0,28,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Chase,1.025,1.019,0.4935,Win,Hard
2613,Blitzwolfer,Original Series,Classic,"Sonic Howl, Sharp Claws, Enhanced Senses",49.55,80,70,39,57,7,12,6,4,60,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,1v1,0.985,0.964,0.4969,Loss,Hard
2614,Blitzwolfer,Original Series,Classic,"Sonic Howl, Sharp Claws, Enhanced Senses",49.55,80,70,39,57,7,12,6,4,60,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,1v1,0.957,0.975,0.4713,Loss,Hard
2615,Snare-oh,Original Series,Classic,"Bandage Manipulation, Regeneration",51.0,48,46,80,56,7,5,12,70,70,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Ambush,1.023,1.019,0.5625,Loss,Medium
2616,Snare-oh,Original Series,Classic,"Bandage Manipulation, Regeneration",51.0,48,46,80,56,7,5,12,70,70,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,Ambush,0.977,0.964,0.6185,Win,Medium
2617,Frankenstrike,Original Series,Classic,"Electrokinesis, Enhanced Strength",60.65,95,30,90,80,13,15,90,4,12,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,1v1,0.97,0.976,0.5612,Loss,Medium
2618,Frankenstrike,Original Series,Classic,"Electrokinesis, Enhanced Strength",60.65,95,30,90,80,13,15,90,4,12,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Chase,1.021,1.019,0.5771,Win,Medium
2619,Upchuck,Original Series,Classic,"Matter Ingestion, Explosive Vomit",43.7,60,39,80,53,14,5,10,4,21,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,1v1,0.976,0.964,0.441,Win,Hard
2620,Upchuck,Original Series,Classic,"Matter Ingestion, Explosive Vomit",43.7,60,39,80,53,14,5,10,4,21,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,1v1,0.966,0.976,0.468,Win,Hard
2621,Eye Guy,Original Series,Classic,"360 Vision, Energy Beams",45.1,70,31,37,38,70,70,70,3,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,1v1,1.029,1.049,0.4146,Draw,Hard
2622,Eye Guy,Original Series,Classic,"360 Vision, Energy Beams",45.1,70,31,37,38,70,70,70,3,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,1v1,1.015,1.019,0.5106,Loss,Medium
2623,Way Big,Original Series,Classic,"Gigantism, Cosmic Rays, Super Strength",61.45,100,60,100,40,80,13,8,2,24,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,Ambush,0.996,0.964,0.7302,Win,Medium
2624,Way Big,Original Series,Classic,"Gigantism, Cosmic Rays, Super Strength",61.45,100,60,100,40,80,13,8,2,24,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Siege,1.014,0.99,0.4895,Draw,Hard
2625,Swampfire,Alien Force,Alien Force,"Pyrokinesis, Chlorokinesis, Regeneration",52.7,80,31,90,47,95,30,10,1,13,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,1v1,0.996,0.964,0.527,Loss,Medium
2626,Swampfire,Alien Force,Alien Force,"Pyrokinesis, Chlorokinesis, Regeneration",52.7,80,31,90,47,95,30,10,1,13,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Ambush,0.943,0.975,0.5537,Loss,Medium
2627,Echo Echo,Alien Force,Alien Force,"Sonic Screams, Duplication",36.45,70,50,30,30,14,10,9,1,14,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Siege,1.014,1.019,0.2795,Loss,Hard
2628,Echo Echo,Alien Force,Alien Force,"Sonic Screams, Duplication",36.45,70,50,30,30,14,10,9,1,14,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Ambush,0.985,0.991,0.4381,Loss,Hard
2629,Humungousaur,Alien Force,Alien Force,"Size Alteration, Super Strength",57.5,100,40,100,59,13,6,8,2,22,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,1v1,1.039,1.037,0.5931,Loss,Medium
2630,Humungousaur,Alien Force,Alien Force,"Size Alteration, Super Strength",57.5,100,40,100,59,13,6,8,2,22,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Siege,1.0,0.99,0.435,Loss,Hard
2631,Jetray,Alien Force,Alien Force,"Hyperspace Flight, Neuroshock Blasts",45.3,36,100,41,44,60,80,11,2,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Ambush,1.016,1.019,0.5691,Loss,Medium
2632,Jetray,Alien Force,Alien Force,"Hyperspace Flight, Neuroshock Blasts",45.3,36,100,41,44,60,80,11,2,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Siege,0.973,0.991,0.3749,Loss,Hard
2633,Big Chill,Alien Force,Alien Force,"Cryokinesis, Intangibility, Flight",43.05,45,45,80,46,0,12,10,3,95,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Chase,0.971,0.975,0.5233,Win,Medium
2634,Big Chill,Alien Force,Alien Force,"Cryokinesis, Intangibility, Flight",43.05,45,45,80,46,0,12,10,3,95,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,0.995,1.037,0.4882,Win,Hard
2635,Chromastone,Alien Force,Alien Force,"Energy Absorption, Ultraviolet Beams",52.9,80,34,95,50,9,12,80,5,10,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,Chase,1.044,1.049,0.5322,Loss,Medium
2636,Chromastone,Alien Force,Alien Force,"Energy Absorption, Ultraviolet Beams",52.9,80,34,95,50,9,12,80,5,10,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,1v1,0.979,0.975,0.4994,Loss,Hard
2637,Brainstorm,Alien Force,Alien Force,"Super Intelligence, Electrokinesis",47.85,50,40,48,100,7,13,90,2,29,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,Chase,0.981,0.964,0.5017,Win,Medium
2638,Brainstorm,Alien Force,Alien Force,"Super Intelligence, Electrokinesis",47.85,50,40,48,100,7,13,90,2,29,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Ambush,0.997,0.991,0.4893,Win,Hard
2639,Spidermonkey,Alien Force,Alien Force,"Agility, Webbing, Wall Crawling",47.55,80,85,50,33,8,15,8,0,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Chase,0.945,0.975,0.4931,Win,Hard
2640,Spidermonkey,Alien Force,Alien Force,"Agility, Webbing, Wall Crawling",47.55,80,85,50,33,8,15,8,0,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,Chase,1.066,1.049,0.5016,Win,Medium
2641,Goop,Alien Force,Alien Force,"Acid Projection, Shapeshifting",39.4,30,60,90,45,5,13,13,1,20,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,1v1,0.985,0.991,0.4088,Loss,Hard
2642,Goop,Alien Force,Alien Force,"Acid Projection, Shapeshifting",39.4,30,60,90,45,5,13,13,1,20,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Ambush,0.954,0.975,0.4894,Loss,Hard
2643,Alien X,Alien Force,Alien Force,"Reality Warping, Omnipotence, Time Control",100.0,100,100,100,100,100,100,100,100,100,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Siege,0.995,0.99,0.5757,Win,Medium
2644,Alien X,Alien Force,Alien Force,"Reality Warping, Omnipotence, Time Control",100.0,100,100,100,100,100,100,100,100,100,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Chase,1.04,1.037,0.6972,Loss,Medium
2645,Lodestar,Alien Force,Alien Force,"Magnetism, Regeneration, Flight",44.25,70,43,80,34,13,9,13,2,25,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,City,Siege,1.014,1.019,0.3953,Win,Hard
2646,Lodestar,Alien Force,Alien Force,"Magnetism, Regeneration, Flight",44.25,70,43,80,34,13,9,13,2,25,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Ambush,0.994,0.991,0.5156,Loss,Medium
2647,Rath,Alien Force,Alien Force,"Enhanced Strength, Rage, Wrestling Moves",52.0,95,60,90,20,6,15,14,2,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,Ambush,0.965,0.976,0.5109,Draw,Medium
2648,Rath,Alien Force,Alien Force,"Enhanced Strength, Rage, Wrestling Moves",52.0,95,60,90,20,6,15,14,2,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,Chase,0.969,0.964,0.5185,Win,Medium
2649,Nanomech,Alien Force,Alien Force,"Size Reduction, Bio-Electrokinesis",39.6,30,90,39,48,6,10,5,5,80,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Ambush,0.997,0.991,0.4518,Win,Hard
2650,Nanomech,Alien Force,Alien Force,"Size Reduction, Bio-Electrokinesis",39.6,30,90,39,48,6,10,5,5,80,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.988,0.99,0.3724,Loss,Hard
2651,Water Hazard,Ultimate Alien,Ultimate Alien,"Hydrokinesis, Armored Shell",44.5,45,30,80,59,20,100,7,3,25,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Ambush,0.991,0.975,0.5502,Loss,Medium
2652,Water Hazard,Ultimate Alien,Ultimate Alien,"Hydrokinesis, Armored Shell",44.5,45,30,80,59,20,100,7,3,25,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.97,0.99,0.4951,Loss,Hard
2653,Ampfibian,Ultimate Alien,Ultimate Alien,"Electrokinesis, Intangibility",51.15,38,90,80,41,15,7,100,4,70,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Siege,0.995,0.991,0.4327,Loss,Hard
2654,Ampfibian,Ultimate Alien,Ultimate Alien,"Electrokinesis, Intangibility",51.15,38,90,80,41,15,7,100,4,70,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,Ambush,0.924,0.976,0.5513,Loss,Medium
2655,Armodrillo,Ultimate Alien,Ultimate Alien,"Earthquake Generation, Drilling",49.4,90,40,90,33,6,5,14,5,14,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.999,0.99,0.571,Win,Medium
2656,Armodrillo,Ultimate Alien,Ultimate Alien,"Earthquake Generation, Drilling",49.4,90,40,90,33,6,5,14,5,14,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,1v1,0.973,0.964,0.4977,Loss,Hard
2657,Terraspin,Ultimate Alien,Ultimate Alien,"Aerokinesis, Magic Immunity",49.2,48,60,80,37,7,13,12,80,21,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,1.067,1.037,0.5356,Loss,Medium
2658,Terraspin,Ultimate Alien,Ultimate Alien,"Aerokinesis, Magic Immunity",49.2,48,60,80,37,7,13,12,80,21,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.996,0.99,0.4977,Win,Hard
2659,NRG,Ultimate Alien,Ultimate Alien,"Radiokinesis, Heat Generation",51.9,80,30,100,35,100,5,10,5,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,1v1,0.997,0.991,0.4259,Win,Hard
2660,NRG,Ultimate Alien,Ultimate Alien,"Radiokinesis, Heat Generation",51.9,80,30,100,35,100,5,10,5,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,1.026,0.99,0.5751,Win,Medium
2661,Fasttrack,Ultimate Alien,Ultimate Alien,"Super Speed, Enhanced Strength",46.0,70,95,50,32,10,6,5,0,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.999,0.99,0.5096,Loss,Medium
2662,Fasttrack,Ultimate Alien,Ultimate Alien,"Super Speed, Enhanced Strength",46.0,70,95,50,32,10,6,5,0,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,1v1,1.074,1.049,0.4842,Win,Hard
2663,Chamalien,Ultimate Alien,Ultimate Alien,"Camouflage, Invisibility",47.4,60,80,37,50,10,12,15,5,100,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Null Void,Ambush,1.003,1.037,0.4707,Loss,Hard
2664,Chamalien,Ultimate Alien,Ultimate Alien,"Camouflage, Invisibility",47.4,60,80,37,50,10,12,15,5,100,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Volcanic,Ambush,0.986,0.964,0.5729,Loss,Medium
2665,Clockwork,Ultimate Alien,Ultimate Alien,"Chronokinesis, Time Travel",37.1,38,10,40,60,14,5,10,90,13,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,1v1,1.002,0.99,0.4448,Loss,Hard
2666,Clockwork,Ultimate Alien,Ultimate Alien,"Chronokinesis, Time Travel",37.1,38,10,40,60,14,5,10,90,13,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Forest,Siege,1.025,0.991,0.3561,Loss,Hard
2667,Shocksquatch,Ultimate Alien,Ultimate Alien,"Electrokinesis, Super Strength",46.95,80,49,41,44,11,12,90,3,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.998,0.99,0.5111,Win,Medium
2668,Shocksquatch,Ultimate Alien,Ultimate Alien,"Electrokinesis, Super Strength",46.95,80,49,41,44,11,12,90,3,18,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Space,Ambush,1.041,1.049,0.5657,Win,Medium
2669,Feedback,Omniverse,Omniverse,"Energy Absorption, Redirection",54.4,85,70,60,36,15,12,100,5,28,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Desert,Chase,0.998,0.99,0.5562,Win,Medium
2670,Feedback,Omniverse,Omniverse,"Energy Absorption, Redirection",54.4,85,70,60,36,15,12,100,5,28,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Arctic,Ambush,0.957,0.975,0.5849,Win,Medium
2671,Bloxx,Omniverse,Omniverse,"Shape Shifting, Block Constructs",45.25,70,40,90,40,7,8,6,4,16,Highbreed Supreme,Highbreed,Highbreed Council,"Super Strength, Wing Blades, Freezing Breath",54.0,85,55,80,60,0,30,10,5,20,Underwater,1v1,0.972,0.976,0.4131,Loss,Hard
